"UNITID","Institution_type","State"
"204459","Public","OH"
"204468","Private, nonprofit","OH"
"204477","Public","OH"
"204486","Private, nonprofit","OH"
"204501","Private, nonprofit","OH"
"204608","Private, for-profit","OH"
"204617","Private, nonprofit","OH"
"204635","Private, nonprofit","OH"
"204662","Public","OH"
"204671","Public","OH"
"204680","Public","OH"
"204699","Public","OH"
"204705","Public","OH"
"204714","Private, for-profit","OH"
"204723","Private, for-profit","OH"
"204769","Private, for-profit","OH"
"204778","Private, for-profit","OH"
"204796","Public","OH"
"204802","Public","OH"
"204820","Public","OH"
"204839","Public","OH"
"204848","Public","OH"
"204857","Public","OH"
"204866","Public","OH"
"204884","Private, for-profit","OH"
"204893","Private, nonprofit","OH"
"204909","Private, nonprofit","OH"
"204936","Private, nonprofit","OH"
"204945","Public","OH"
"204963","Private, for-profit","OH"
"204981","Public","OH"
"204990","Private, nonprofit","OH"
"205027","Private, nonprofit","OH"
"205054","Private, for-profit","OH"
"205090","Private, nonprofit","OH"
"205124","Private, nonprofit","OH"
"205142","Private, for-profit","OH"
"205179","Private, for-profit","OH"
"205203","Private, nonprofit","OH"
"205391","Private, for-profit","OH"
"205443","Public","OH"
"205470","Public","OH"
"205559","Private, for-profit","OH"
"205841","Public","OH"
"205887","Private, for-profit","OH"
"205957","Private, nonprofit","OH"
"205966","Public","OH"
"206011","Public","OH"
"206039","Private, for-profit","OH"
"206048","Private, nonprofit","OH"
"206084","Public","OH"
"206154","Private, nonprofit","OH"
"206172","Public","OH"
"206181","Public","OH"
"206279","Private, nonprofit","OH"
"206288","Private, nonprofit","OH"
"206321","Public","OH"
"206349","Private, nonprofit","OH"
"206394","Private, for-profit","OH"
"206437","Private, nonprofit","OH"
"206446","Public","OH"
"206491","Private, nonprofit","OH"
"206507","Private, nonprofit","OH"
"206516","Private, nonprofit","OH"
"206525","Private, nonprofit","OH"
"206589","Private, nonprofit","OH"
"206604","Public","OH"
"206613","Public","OH"
"206622","Private, nonprofit","OH"
"206695","Public","OH"
"206817","Private, nonprofit","OK"
"206835","Private, nonprofit","OK"
"206862","Private, nonprofit","OK"
"206905","Public","OK"
"206914","Public","OK"
"206923","Public","OK"
"206932","Private, for-profit","OK"
"206941","Public","OK"
"206996","Public","OK"
"207041","Public","OK"
"207050","Public","OK"
"207069","Public","OK"
"207087","Private, for-profit","OK"
"207102","Private, for-profit","OK"
"207157","Private, nonprofit","OK"
"207209","Public","OK"
"207236","Public","OK"
"207254","Private, for-profit","OK"
"207263","Public","OK"
"207272","Private, for-profit","OK"
"207281","Public","OK"
"207290","Public","OK"
"207306","Public","OK"
"207315","Public","OK"
"207324","Private, nonprofit","OK"
"207342","Public","OK"
"207351","Public","OK"
"207388","Public","OK"
"207397","Public","OK"
"207403","Private, nonprofit","OK"
"207449","Public","OK"
"207458","Private, nonprofit","OK"
"207500","Public","OK"
"207564","Public","OK"
"207582","Private, nonprofit","OK"
"207661","Public","OK"
"207670","Public","OK"
"207704","Private, for-profit","OK"
"207722","Public","OK"
"207740","Public","OK"
"207786","Private, for-profit","OK"
"207847","Public","OK"
"207856","Private, nonprofit","OK"
"207865","Public","OK"
"207935","Public","OK"
"207962","Private, for-profit","OK"
"207971","Private, nonprofit","OK"
"208035","Public","OK"
"208044","Private, for-profit","OK"
"208053","Public","OK"
"208275","Public","OR"
"208318","Public","OR"
"208390","Public","OR"
"208406","Public","OR"
"208415","Public","OR"
"208433","Private, for-profit","OR"
"208479","Private, for-profit","OR"
"208512","Private, for-profit","OR"
"208637","Private, for-profit","OR"
"208646","Public","OR"
"208725","Private, nonprofit","OR"
"208822","Private, nonprofit","OR"
"208859","Private, for-profit","OR"
"209038","Public","OR"
"209056","Private, nonprofit","OR"
"209065","Private, nonprofit","OR"
"209074","Public","OR"
"209083","Private, for-profit","OR"
"209153","Private, for-profit","OR"
"209205","Private, for-profit","OR"
"209241","Private, nonprofit","OR"
"209250","Public","OR"
"209287","Private, nonprofit","OR"
"209296","Private, nonprofit","OR"
"209409","Private, nonprofit","OR"
"209490","Public","OR"
"209506","Public","OR"
"209542","Public","OR"
"209551","Public","OR"
"209603","Private, nonprofit","OR"
"209612","Private, nonprofit","OR"
"209667","Private, for-profit","OR"
"209676","Private, for-profit","OR"
"209694","Private, for-profit","OR"
"209700","Private, for-profit","OR"
"209719","Private, for-profit","OR"
"209746","Public","OR"
"209807","Public","OR"
"209825","Private, nonprofit","OR"
"209922","Private, nonprofit","OR"
"209940","Public","OR"
"210146","Public","OR"
"210155","Public","OR"
"210234","Public","OR"
"210270","Public","OR"
"210304","Private, nonprofit","OR"
"210331","Private, nonprofit","OR"
"210340","Private, for-profit","OR"
"210368","Private, nonprofit","OR"
"210401","Private, nonprofit","OR"
"210429","Public","OR"
"210438","Private, nonprofit","OR"
"210474","Private, for-profit","PA"
"210492","Private, nonprofit","PA"
"210508","Private, nonprofit","PA"
"210571","Private, nonprofit","PA"
"210599","Private, for-profit","PA"
"210605","Public","PA"
"210669","Private, nonprofit","PA"
"210711","Private, for-profit","PA"
"210739","Private, nonprofit","PA"
"210748","Private, for-profit","PA"
"210775","Private, nonprofit","PA"
"210784","Private, for-profit","PA"
"210809","Private, nonprofit","PA"
"211006","Private, for-profit","PA"
"211024","Private, nonprofit","PA"
"211079","Public","PA"
"211088","Private, nonprofit","PA"
"211130","Private, nonprofit","PA"
"211158","Public","PA"
"211273","Private, nonprofit","PA"
"211291","Private, nonprofit","PA"
"211307","Public","PA"
"211316","Private, for-profit","PA"
"211334","Private, for-profit","PA"
"211343","Public","PA"
"211352","Private, nonprofit","PA"
"211361","Public","PA"
"211431","Private, nonprofit","PA"
"211440","Private, nonprofit","PA"
"211468","Private, nonprofit","PA"
"211477","Private, for-profit","PA"
"211556","Private, nonprofit","PA"
"211583","Private, nonprofit","PA"
"211608","Public","PA"
"211635","Private, nonprofit","PA"
"211644","Public","PA"
"211802","Private, for-profit","PA"
"211893","Private, nonprofit","PA"
"211927","Public","PA"
"211981","Private, nonprofit","PA"
"212009","Private, nonprofit","PA"
"212045","Private, for-profit","PA"
"212054","Private, nonprofit","PA"
"212106","Private, nonprofit","PA"
"212115","Public","PA"
"212133","Private, nonprofit","PA"
"212160","Public","PA"
"212197","Private, nonprofit","PA"
"212230","Private, for-profit","PA"
"212267","Private, for-profit","PA"
"212276","Private, for-profit","PA"
"212294","Private, for-profit","PA"
"212300","Private, for-profit","PA"
"212328","Private, for-profit","PA"
"212337","Private, for-profit","GA"
"212355","Private, for-profit","PA"
"212382","Private, for-profit","PA"
"212391","Private, for-profit","PA"
"212434","Private, for-profit","PA"
"212443","Private, nonprofit","PA"
"212577","Private, nonprofit","PA"
"212601","Private, nonprofit","PA"
"212656","Private, nonprofit","PA"
"212674","Private, nonprofit","PA"
"212753","Private, for-profit","PA"
"212771","Private, nonprofit","PA"
"212805","Private, nonprofit","PA"
"212832","Private, nonprofit","PA"
"212869","Private, nonprofit","PA"
"212878","Public","PA"
"212911","Private, nonprofit","PA"
"212975","Private, nonprofit","PA"
"212984","Private, nonprofit","PA"
"212993","Private, for-profit","PA"
"213011","Private, nonprofit","PA"
"213020","Public","PA"
"213163","Private, nonprofit","PA"
"213181","Private, for-profit","PA"
"213215","Private, for-profit","PA"
"213233","Private, nonprofit","PA"
"213251","Private, nonprofit","PA"
"213303","Private, nonprofit","PA"
"213321","Private, nonprofit","PA"
"213330","Private, for-profit","PA"
"213349","Public","PA"
"213358","Private, nonprofit","PA"
"213367","Private, nonprofit","PA"
"213376","Private, nonprofit","PA"
"213385","Private, nonprofit","PA"
"213400","Private, nonprofit","PA"
"213446","Private, nonprofit","PA"
"213455","Private, for-profit","PA"
"213473","Private, for-profit","PA"
"213491","Private, for-profit","PA"
"213507","Private, nonprofit","PA"
"213525","Public","PA"
"213534","Private, for-profit","PA"
"213543","Private, nonprofit","PA"
"213570","Private, for-profit","PA"
"213589","Private, for-profit","PA"
"213598","Public","PA"
"213613","Public","PA"
"213622","Private, nonprofit","PA"
"213631","Private, nonprofit","PA"
"213659","Public","PA"
"213668","Private, nonprofit","PA"
"213774","Private, nonprofit","PA"
"213783","Public","PA"
"213826","Private, nonprofit","PA"
"213914","Private, for-profit","PA"
"213932","Private, for-profit","PA"
"213987","Private, nonprofit","PA"
"213996","Private, nonprofit","PA"
"214023","Private, nonprofit","PA"
"214041","Public","PA"
"214069","Private, nonprofit","PA"
"214111","Public","PA"
"214148","Private, nonprofit","PA"
"214157","Private, nonprofit","PA"
"214166","Private, nonprofit","PA"
"214175","Private, nonprofit","PA"
"214272","Private, nonprofit","PA"
"214290","Private, for-profit","PA"
"214379","Public","PA"
"214476","Private, nonprofit","PA"
"214528","Private, nonprofit","PA"
"214564","Private, nonprofit","PA"
"214582","Private, nonprofit","PA"
"214883","Private, nonprofit","PA"
"214892","Private, for-profit","PA"
"214944","Private, for-profit","PA"
"214971","Private, nonprofit","PA"
"215008","Private, for-profit","PA"
"215044","Private, for-profit","PA"
"215053","Private, nonprofit","PA"
"215062","Private, nonprofit","PA"
"215105","Private, nonprofit","PA"
"215114","Private, nonprofit","PA"
"215123","Private, nonprofit","PA"
"215132","Private, nonprofit","PA"
"215239","Public","PA"
"215266","Public","PA"
"215275","Public","PA"
"215284","Public","PA"
"215293","Public","PA"
"215309","Public","PA"
"215336","Private, for-profit","PA"
"215381","Private, nonprofit","PA"
"215390","Private, nonprofit","PA"
"215415","Private, nonprofit","PA"
"215424","Private, nonprofit","PA"
"215442","Private, nonprofit","PA"
"215479","Private, nonprofit","PA"
"215530","Private, for-profit","PA"
"215585","Public","PA"
"215594","Private, nonprofit","PA"
"215619","Private, nonprofit","PA"
"215637","Private, for-profit","PA"
"215655","Private, nonprofit","PA"
"215682","Private, nonprofit","PA"
"215691","Private, nonprofit","PA"
"215743","Private, nonprofit","PA"
"215770","Private, nonprofit","PA"
"215798","Private, nonprofit","PA"
"215813","Private, nonprofit","PA"
"215886","Public","PA"
"215929","Private, nonprofit","PA"
"215947","Private, nonprofit","PA"
"215974","Private, nonprofit","PA"
"215983","Private, for-profit","PA"
"215992","Private, for-profit","PA"
"216010","Public","PA"
"216038","Public","PA"
"216047","Private, nonprofit","PA"
"216074","Private, for-profit","PA"
"216083","Private, for-profit","PA"
"216162","Private, nonprofit","PA"
"216223","Private, for-profit","PA"
"216278","Private, nonprofit","PA"
"216287","Private, nonprofit","PA"
"216296","Public","PA"
"216311","Private, nonprofit","PA"
"216339","Public","PA"
"216348","Private, nonprofit","PA"
"216357","Private, nonprofit","PA"
"216366","Private, nonprofit","PA"
"216436","Private, for-profit","PA"
"216445","Private, for-profit","PA"
"216454","Private, for-profit","PA"
"216463","Private, nonprofit","PA"
"216524","Private, nonprofit","PA"
"216542","Private, nonprofit","PA"
"216551","Private, nonprofit","PA"
"216579","Private, for-profit","PA"
"216597","Private, nonprofit","PA"
"216630","Private, nonprofit","PA"
"216667","Private, nonprofit","PA"
"216694","Private, nonprofit","PA"
"216746","Private, for-profit","PA"
"216764","Public","PA"
"216773","Private, nonprofit","PA"
"216782","Private, for-profit","PA"
"216807","Private, nonprofit","PA"
"216816","Private, nonprofit","PA"
"216825","Public","PA"
"216852","Private, nonprofit","PA"
"216931","Private, nonprofit","PA"
"216940","Private, nonprofit","PA"
"217013","Private, nonprofit","PA"
"217040","Private, nonprofit","PA"
"217059","Private, nonprofit","PA"
"217077","Private, for-profit","PA"
"217156","Private, nonprofit","RI"
"217165","Private, nonprofit","RI"
"217235","Private, nonprofit","RI"
"217305","Private, nonprofit","RI"
"217323","Private, for-profit","RI"
"217402","Private, nonprofit","RI"
"217420","Public","RI"
"217475","Public","RI"
"217484","Public","RI"
"217493","Private, nonprofit","RI"
"217518","Private, nonprofit","RI"
"217536","Private, nonprofit","RI"
"217581","Private, for-profit","RI"
"217606","Private, nonprofit","MA"
"217615","Public","SC"
"217624","Private, nonprofit","SC"
"217633","Private, nonprofit","SC"
"217688","Private, nonprofit","SC"
"217712","Public","SC"
"217721","Private, nonprofit","SC"
"217749","Private, nonprofit","SC"
"217776","Private, nonprofit","SC"
"217794","Private, for-profit","SC"
"217819","Public","SC"
"217828","Private, for-profit","SC"
"217837","Public","SC"
"217864","Public","SC"
"217873","Private, nonprofit","SC"
"217882","Public","SC"
"217891","Private, nonprofit","SC"
"217907","Private, nonprofit","SC"
"217925","Private, nonprofit","SC"
"217934","Private, nonprofit","SC"
"217961","Private, nonprofit","SC"
"217989","Public","SC"
"217998","Private, nonprofit","SC"
"218025","Public","SC"
"218061","Public","SC"
"218070","Private, nonprofit","SC"
"218113","Public","SC"
"218140","Public","SC"
"218159","Private, for-profit","SC"
"218195","Private, for-profit","SC"
"218229","Public","SC"
"218238","Private, nonprofit","SC"
"218335","Public","SC"
"218353","Public","SC"
"218399","Private, nonprofit","SC"
"218414","Private, nonprofit","SC"
"218441","Private, nonprofit","SC"
"218487","Public","SC"
"218520","Public","SC"
"218539","Private, nonprofit","SC"
"218645","Public","SC"
"218654","Public","SC"
"218663","Public","SC"
"218672","Public","SC"
"218681","Public","SC"
"218690","Public","SC"
"218706","Public","SC"
"218724","Public","SC"
"218733","Public","SC"
"218742","Public","SC"
"218751","Private, nonprofit","SC"
"218821","Private, nonprofit","SC"
"218830","Public","SC"
"218858","Public","SC"
"218867","Private, for-profit","SC"
"218885","Public","SC"
"218894","Public","SC"
"218919","Private, nonprofit","SC"
"218955","Public","SC"
"218964","Public","SC"
"218973","Private, nonprofit","SC"
"218991","Public","SC"
"219000","Private, nonprofit","SD"
"219037","Private, for-profit","SD"
"219046","Public","SD"
"219082","Public","SD"
"219091","Private, nonprofit","SD"
"219125","Private, for-profit","SD"
"219143","Public","SD"
"219170","Private, nonprofit","SD"
"219189","Public","SD"
"219198","Private, nonprofit","SD"
"219204","Private, for-profit","SD"
"219240","Private, nonprofit","SD"
"219259","Public","SD"
"219277","Public","SD"
"219295","Private, nonprofit","SD"
"219338","Private, nonprofit","SD"
"219347","Public","SD"
"219356","Public","SD"
"219374","Public","SD"
"219383","Private, nonprofit","SD"
"219392","Private, nonprofit","SD"
"219408","Public","SD"
"219426","Public","SD"
"219453","Private, for-profit","SD"
"219471","Public","SD"
"219480","Public","SD"
"219505","Private, nonprofit","TN"
"219587","Private, for-profit","TN"
"219596","Public","TN"
"219602","Public","TN"
"219639","Private, nonprofit","TN"
"219709","Private, nonprofit","TN"
"219718","Private, nonprofit","TN"
"219790","Private, nonprofit","TN"
"219806","Private, nonprofit","TN"
"219824","Public","TN"
"219833","Private, nonprofit","TN"
"219842","Private, nonprofit","TN"
"219851","Private, for-profit","TN"
"219879","Public","TN"
"219888","Public","TN"
"219903","Private, for-profit","TN"
"219921","Public","TN"
"219949","Private, nonprofit","TN"
"219976","Private, nonprofit","TN"
"219994","Public","TN"
"220002","Private, for-profit","TN"
"220057","Public","TN"
"220075","Public","TN"
"220118","Private, for-profit","TN"
